REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/09/12 16:30:00,5056.98,43.82,TRADE
VIC1,2020/09/12 17:00:00,5225.87,45.86,TRADE
VIC1,2020/09/12 17:30:00,5434.59,49.69,TRADE
VIC1,2020/09/12 18:00:00,5686.14,57.33,TRADE
VIC1,2020/09/12 18:30:00,5820.72,63.76,TRADE
VIC1,2020/09/12 19:00:00,5781.65,57.69,TRADE
VIC1,2020/09/12 19:30:00,5599.93,52.73,TRADE
VIC1,2020/09/12 20:00:00,5414.08,44.25,TRADE
VIC1,2020/09/12 20:30:00,5242.73,38.42,TRADE
VIC1,2020/09/12 21:00:00,5054.94,44.39,TRADE
VIC1,2020/09/12 21:30:00,4961.7,40.30,TRADE
VIC1,2020/09/12 22:00:00,4891.82,39.06,TRADE
VIC1,2020/09/12 22:30:00,4760.78,39.40,TRADE
VIC1,2020/09/12 23:00:00,4684.72,37.64,TRADE
VIC1,2020/09/12 23:30:00,4812.51,41.05,TRADE
VIC1,2020/09/13 00:00:00,4809.93,40.97,TRADE
